,Idx,Name,A,HSM,C,Cut,Wire,None,Path,Labeled
507,2365,210830_115_008.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_115_008.png,True
508,2368,210830_211_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_211_003.png,True
509,2371,210830_211_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_211_007.png,True
510,2376,210830_212_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_212_004.png,True
511,2381,210830_213_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_213_002.png,True
512,2387,210830_214_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_214_001.png,True
513,2389,210830_214_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_214_003.png,True
514,2390,210830_214_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_214_004.png,True
515,2391,210830_214_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_214_006.png,True
516,2392,210830_214_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_214_007.png,True
517,2398,210830_217_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_217_006.png,True
518,2402,210830_218_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_218_002.png,True
519,2403,210830_218_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_218_003.png,True
520,2405,210830_218_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_218_006.png,True
521,2408,210830_219_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_219_001.png,True
522,2409,210830_219_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_219_002.png,True
523,2412,210830_219_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_219_006.png,True
524,2416,210830_220_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_220_002.png,True
525,2418,210830_220_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_220_004.png,True
526,2424,210830_311_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_311_003.png,True
527,2426,210830_311_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_311_006.png,True
528,2427,210830_311_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210830_311_007.png,True
529,2429,210831_111_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_111_001.png,True
530,2435,210831_111_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_111_008.png,True
531,2442,210831_112_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_112_008.png,True
532,2449,210831_113_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_113_008.png,True
533,2463,210831_115_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_115_008.png,True
534,2465,210831_116_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_116_002.png,True
535,2467,210831_116_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_116_004.png,True
536,2479,210831_213_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_213_002.png,True
537,2481,210831_213_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_213_004.png,True
538,2485,210831_216_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210831_216_001.png,True
539,2498,210902_111_008.png,0,0,1,0,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_111_008.png,True
540,2505,210902_112_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_112_008.png,True
541,2506,210902_113_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_113_001.png,True
542,2507,210902_113_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_113_002.png,True
543,2509,210902_113_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_113_004.png,True
544,2512,210902_113_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_113_008.png,True
545,2523,210902_211_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_211_004.png,True
546,2524,210902_211_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_211_006.png,True
547,2528,210902_212_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_212_002.png,True
548,2531,210902_212_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_212_006.png,True
549,2534,210902_213_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_213_001.png,True
550,2535,210902_213_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_213_002.png,True
551,2538,210902_213_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210902_213_006.png,True
552,2551,210903_111_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_111_004.png,True
553,2554,210903_111_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_111_008.png,True
554,2568,210903_113_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_113_008.png,True
555,2575,210903_114_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_114_008.png,True
556,2591,210903_211_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_211_002.png,True
557,2594,210903_211_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_211_006.png,True
558,2605,210903_213_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_213_002.png,True
559,2606,210903_213_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_213_003.png,True
560,2607,210903_213_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_213_004.png,True
561,2608,210903_213_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_213_006.png,True
562,2609,210903_213_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_213_007.png,True
563,2613,210903_215_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_215_003.png,True
564,2615,210903_215_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_215_006.png,True
565,2616,210903_215_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210903_215_007.png,True
566,2620,210907_111_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_111_003.png,True
567,2623,210907_111_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_111_007.png,True
568,2624,210907_111_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_111_008.png,True
569,2631,210907_112_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_112_008.png,True
570,2639,210907_114_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_114_001.png,True
571,2646,210907_210_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_210_001.png,True
572,2655,210907_216_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_216_003.png,True
573,2658,210907_216_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_216_007.png,True
574,2660,210907_218_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_218_001.png,True
575,2661,210907_218_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_218_002.png,True
576,2663,210907_218_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_218_004.png,True
577,2664,210907_218_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210907_218_006.png,True
578,2694,210908_116_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_116_008.png,True
579,2696,210908_118_002.png,0,0,1,0,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_118_002.png,True
580,2701,210908_118_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_118_008.png,True
581,2702,210908_211_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_211_001.png,True
582,2703,210908_211_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_211_002.png,True
583,2704,210908_211_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_211_003.png,True
584,2705,210908_211_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_211_004.png,True
585,2706,210908_211_006.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_211_006.png,True
586,2707,210908_211_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_211_007.png,True
587,2709,210908_212_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_212_001.png,True
588,2713,210908_212_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_212_006.png,True
589,2719,210908_213_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_213_004.png,True
590,2725,210908_214_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_214_003.png,True
591,2727,210908_214_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_214_006.png,True
592,2728,210908_214_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_214_007.png,True
593,2731,210908_215_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_215_002.png,True
594,2732,210908_215_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_215_003.png,True
595,2733,210908_215_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_215_004.png,True
596,2734,210908_215_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_215_006.png,True
597,2735,210908_215_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_215_007.png,True
598,2739,210908_216_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_216_003.png,True
599,2741,210908_216_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_216_006.png,True
600,2742,210908_216_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210908_216_007.png,True
601,2744,210909_114_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_114_001.png,True
602,2745,210909_114_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_114_002.png,True
603,2747,210909_114_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_114_004.png,True
604,2750,210909_114_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_114_008.png,True
605,2752,210909_115_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_115_002.png,True
606,2753,210909_115_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_115_003.png,True
607,2754,210909_115_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_115_004.png,True
608,2756,210909_115_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_115_007.png,True
609,2757,210909_115_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_115_008.png,True
610,2758,210909_116_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_116_001.png,True
611,2764,210909_116_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_116_008.png,True
612,2768,210909_117_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_117_004.png,True
613,2771,210909_117_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_117_008.png,True
614,2772,210909_210_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_210_001.png,True
615,2783,210909_213_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_213_006.png,True
616,2788,210909_216_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_216_003.png,True
617,2791,210909_216_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_216_007.png,True
618,2795,210909_311_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_311_003.png,True
619,2797,210909_311_006.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_311_006.png,True
620,2798,210909_311_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_311_007.png,True
621,2799,210909_311_008.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210909_311_008.png,True
622,2800,210923_110_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_110_001.png,True
623,2806,210923_110_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_110_008.png,True
624,2807,210923_118_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_118_001.png,True
625,2810,210923_118_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_118_004.png,True
626,2813,210923_118_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_118_008.png,True
627,2814,210923_210_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_210_001.png,True
628,2825,210923_213_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_213_006.png,True
629,2829,210923_311_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_311_002.png,True
630,2830,210923_311_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_311_003.png,True
631,2831,210923_311_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_311_004.png,True
632,2832,210923_311_006.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_311_006.png,True
633,2833,210923_311_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_311_007.png,True
634,2834,210923_311_008.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Train\210923_311_008.png,True
635,3833,40110-171-554_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40110-171-554_006.png,True
636,3847,40311-133-554_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40311-133-554_006.png,True
637,3878,40440-B01-558A_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B01-558A_001.png,True
638,3880,40440-B01-558A_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B01-558A_003.png,True
639,3882,40440-B01-558A_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B01-558A_006.png,True
640,3883,40440-B01-558A_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B01-558A_007.png,True
641,3891,40440-B03-158_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B03-158_008.png,True
642,3898,40440-B03-159_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40440-B03-159_008.png,True
643,3900,40571-961-557_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40571-961-557_002.png,True
644,3902,40571-961-557_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40571-961-557_004.png,True
645,3903,40571-961-557_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\40571-961-557_006.png,True
646,3914,62513-201-570_002.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62513-201-570_002.png,True
647,3916,62513-201-570_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62513-201-570_004.png,True
648,3917,62513-201-570_006.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62513-201-570_006.png,True
649,3923,62573-211-583_004.png,1,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62573-211-583_004.png,True
650,3924,62573-211-583_006.png,1,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62573-211-583_006.png,True
651,3927,62575-211-162_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62575-211-162_001.png,True
652,3930,62575-211-162_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\62575-211-162_004.png,True
653,3951,73540-061-1_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-1_004.png,True
654,3954,73540-061-1_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-1_008.png,True
655,3957,73540-061-2_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-2_003.png,True
656,3958,73540-061-2_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-2_004.png,True
657,3960,73540-061-2_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-2_007.png,True
658,3961,73540-061-2_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-2_008.png,True
659,3965,73540-061-3_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-3_004.png,True
660,3968,73540-061-3_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-3_008.png,True
661,3975,73540-061-4_008.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-4_008.png,True
662,3979,73540-061-5_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-5_004.png,True
663,3982,73540-061-5_008.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-5_008.png,True
664,3983,73540-061-6_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-6_001.png,True
665,3984,73540-061-6_002.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-6_002.png,True
666,3985,73540-061-6_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-6_003.png,True
667,3989,73540-061-6_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-6_008.png,True
668,3991,73540-061-7_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-7_002.png,True
669,3992,73540-061-7_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-7_003.png,True
670,3993,73540-061-7_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-7_004.png,True
671,3994,73540-061-7_006.png,0,0,1,1,1,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-7_006.png,True
672,3995,73540-061-7_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-061-7_007.png,True
673,3997,73540-062-1_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-1_001.png,True
674,4000,73540-062-1_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-1_004.png,True
675,4001,73540-062-1_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-1_006.png,True
676,4004,73540-062-2_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-2_001.png,True
677,4007,73540-062-2_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-2_004.png,True
678,4012,73540-062-3_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-3_002.png,True
679,4015,73540-062-3_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-3_006.png,True
680,4021,73540-062-4_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-4_004.png,True
681,4022,73540-062-4_006.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-4_006.png,True
682,4026,73540-062-5_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-5_002.png,True
683,4027,73540-062-5_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-5_003.png,True
684,4028,73540-062-5_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-5_004.png,True
685,4030,73540-062-5_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-5_007.png,True
686,4031,73540-062-5_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-5_008.png,True
687,4032,73540-062-6_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-6_001.png,True
688,4035,73540-062-6_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-6_004.png,True
689,4038,73540-062-6_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-6_008.png,True
690,4039,73540-062-7_001.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-7_001.png,True
691,4040,73540-062-7_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-7_002.png,True
692,4041,73540-062-7_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-7_003.png,True
693,4042,73540-062-7_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-7_004.png,True
694,4044,73540-062-7_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-7_007.png,True
695,4045,73540-062-7_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-7_008.png,True
696,4047,73540-062-8_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-8_002.png,True
697,4048,73540-062-8_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-8_003.png,True
698,4051,73540-062-8_007.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-8_007.png,True
699,4052,73540-062-8_008.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-8_008.png,True
700,4056,73540-062-9_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73540-062-9_004.png,True
701,4061,73550-061-10_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73550-061-10_002.png,True
702,4063,73550-061-10_004.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73550-061-10_004.png,True
703,4068,73550-061-11_002.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73550-061-11_002.png,True
704,4069,73550-061-11_003.png,0,0,1,1,0,0,D:\IMAGE\Python_IMAGE_DEPTH_COLOR\Test\73550-061-11_003.png,True
